what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.server.ui,1.0.303.v200805140145,org.eclipse.jst.server.ui,1256646815234
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256646822140
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256646822359
started,bundle,org.eclipse.wst.server.core,1.1.3.v20090209,org.eclipse.wst.server.core,1256646826656
started,bundle,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui,1256646826734
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1256646827734
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1256646872937
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1256646902453
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256646912593
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256646913515
started,bundle,org.eclipse.jst.server.core,1.1.3.v20090115,org.eclipse.jst.server.core,1256646926640
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256646926671
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256646928171
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1256646929203
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256646930484
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256646932125
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1256646947671
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1256646947781
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1256646973218
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1256647028562
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1256647045765
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256647051468
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256647077062
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1256647100296
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1256647106203
