what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256679821390
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256679828562
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1256679875859
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1256679880750
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256679881843
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256679883453
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256680165062
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256680445906
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256680448515
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256680449703
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.resources.ui,1256680449781
started,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.pde.ui,1256680449828
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1256680449859
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1256680450312
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1256680450921
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1256680450984
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.5.206.v20090115,org.eclipse.jst.server.generic.jboss,1256680451203
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,org.eclipse.jst.server.generic.jonas,1256680451296
